ExtractDate,OrganisationURI,OrganisationLabel,CaseReference,CaseDate,ServiceTypeURI,ServiceTypeLabel,PremisesName,LocationText,Postcode,EntertainmentTypeURI,EntertainmentTypeLabel,LateNightRefreshment,AlcoholSupply,OpeningHours,StatusURI,StatusLabel,LicenceStartDate,LicenceEndDate,OnPremisesAlcoholSale,OffPremisesAlcoholSale,LicenceHolder,LicenceHolderAddress,LicenceHolderPostcode,ApplicantTypeURI,ApplicantTypeLabel,DesignatedPremisesSupervisor,SupervisorLicenceNo,SupervisorAddress,SupervisorPostcode,Conditions,DecisionDate,DecidedBy,LicenceURL,UPRN,GeoPointLicensingURL
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36959,17/12/2010,http://id.esd.org.uk/service/860,Premises  licence,Pizza Hut Delivery,119 Middleton Boulevard Wollaton Park Nottingham,NG8 1FW,,,true,false,m-su 11.00-0330,,Approved,17/01/2011,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37324,18/12/2010,http://id.esd.org.uk/service/860,Premises  licence,Castle,Lower Parliament Street Nottingham,NG1 1GD,,Boxing or wrestling|Recorded music|,true,true,m-s 10.00-00.30  su 12.00-00.30,,Approved,18/01/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,55081,19/12/2010,http://id.esd.org.uk/service/860,Premises  licence,Zaika Grill,142 Alfreton Road Radford Nottingham,NG7 3NS,,,false,false,m-sun 17.00-03.00,,Approved,19/01/2011,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,45599,20/12/2010,http://id.esd.org.uk/service/860,Premises  licence,Greggs,25 Upper Parliament Street Nottingham,NG1 2AP,,,true,false,m-s 08.00-04.30 sun-10.00-16.00,,Approved,20/01/2011,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,34343,21/12/2010,http://id.esd.org.uk/service/860,Premises  licence,King William IV,Eyre Street Sneinton Nottingham,NG2 4QX,,Boxing or wrestling|Recorded music|Similar to music or dance,true,true,m-w 1000-2330  th 1000-0030  fs 1000-0130  su 1200-2300,,Approved,21/01/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,68334,22/12/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Monolopowy Minimarket,296 Radford Road Nottingham,NG7 5GN,,,false,true,m-su 08.00-23.00,,Approved,22/01/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,34412,23/12/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence,213-217 Ilkeston Road Radford Nottingham,NG7 3FX,,,false,true,m-su 06.45 - 23.00,,Approved,23/01/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,35977,24/12/2010,http://id.esd.org.uk/service/860,Premises  licence,Nottingham Indoor Bowls Centre,Beechdale Road Bilborough Nottingham,NG8 3FH,,Recorded music|,true,true,In accordance with the current rules of the club,,Approved,24/01/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36977,25/12/2010,http://id.esd.org.uk/service/860,Premises  licence,Stage,7a Wollaton Street Nottingham,NG1 5FW,,Boxing or wrestling|Recorded music|Performances of dance|,true,true,m-th 11.00-01.30  f-s 11.00-02.30   su 12.00-01.30,,Approved,25/01/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37364,26/12/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence,357b Derby Road Nottingham,NG7 2DZ,,,false,true,licensee's discretion,,Approved,26/01/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,56538,27/12/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Park Road Store and Off Licence,2 Park Road Lenton Nottingham,NG7 1JG,,,true,true,m-su 08.00-23.30,,Approved,27/01/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37141,28/12/2010,http://id.esd.org.uk/service/860,Premises  licence,Yianni's Coffee House & Bistro,67 Haydn Road Sherwood Nottingham,NG5 2LA,,Recorded music|,false,true,Licensee's Discretion,,Approved,28/01/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36805,29/12/2010,http://id.esd.org.uk/service/860,Premises  licence,Earl Howe,21 Carlton Road Sneinton Nottingham,NG3 2DG,,Boxing or wrestling|Recorded music|,true,true,m-th 1000-0030  fs 1000-0130  su 1100-0030,,Approved,29/01/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,35262,30/12/2010,http://id.esd.org.uk/service/860,Premises  licence,Off Licence Tesco Express,513 Alfreton Road Nottingham,NG7 5NH,,,true,true,m-su 00.00-24.00,,Approved,30/01/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37981,31/12/2010,http://id.esd.org.uk/service/860,Premises  licence,Studio Theatre,College Street Arts in Education Centre Nottingham,NG1 5AQ,,Plays|Boxing or wrestling|Recorded music|Performances of dance|,true,true,Licensee's discretion,,Approved,31/01/2011,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37405,01/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Beechdale Comm Centre,Ambergate Rd Beechdale Nottingham,NG8 3GD,,Boxing or wrestling|Recorded music|Performances of dance|,false,false,m-su 1000-2300,,Approved,01/02/2011,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,34316,02/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Trent Vineyard,Easter Park Lenton Lane Dunkirk Nottingham,NG7 2PX,,Films|Boxing or wrestling|Live music|Recorded music|Performances of dance|,false,true,m-su 10.00-24.00,,Approved,02/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,77313,03/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Off Licence,6 Strelley Road Nottingham,NG8 3AP,,,true,true,m-su 07.00-24.00,,Approved,03/02/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,56876,04/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Lotus,60 Maid Marian Way Nottingham,NG1 6BJ,,Recorded music|,true,true,m-su 00.00 -24.00,,Approved,04/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,67041,05/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Max's Pizza,276 Alfreton Road Radford Nottingham,NG7 5LS,,,true,false,m-su 17.00-03.00,,Approved,05/02/2011,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36408,06/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Boots Stores Limited,Queens Drive Riverside Retail Park Unit A Nottingham,NG2 1AL,,,true,true,licensee's discretion,,Approved,06/02/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37376,07/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Londis,2 to 3 Fountaindale Court St Anns Nottingham,NG3 4QT,,,true,true,licensee's discretion,,Approved,07/02/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,34250,08/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Landas,147 Andover Road Bestwood Nottingham,NG5 5FD,,,true,true,licensee's discretion,,Approved,08/02/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37661,09/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Forest Tavern,257 Mansfield Road Carrington Nottingham,NG1 3FT,,Films|Indoor sporting events|Boxing or wrestling|Recorded music|,false,true,m-su 0800-0400,,Approved,09/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37912,10/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Pratchi Pratchi,19 Mansfield Road Nottingham,NG1 3FB,,Recorded music|,false,true,Licensee's discretion,,Approved,10/02/2011,,true,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,58095,11/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Restaurant 88,23 Hockley Nottingham,NG1 1FH,,Films|Boxing or wrestling|Recorded music|Performances of dance|Similar to music or dance,false,true,m-su 10.00-06.00,,Approved,11/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36281,12/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Red Cow,Gregory Street Old Lenton Nottingham,NG7 2NP,,Recorded music|,true,true,Licensee's discretion,,Approved,12/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,56268,13/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Pepper Rock,12 Pepper Street Bridlesmith Gate Nottingham,NG1 2GH,,Boxing or wrestling|Recorded music|,true,true,m-su 10.00 - 03.00,,Approved,13/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,39851,14/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Café Bistro,Broadgate Park Turnpike Lane Beeston Nottingham,NG9 2RX,,,true,true,m-su 0700-2330,,Approved,14/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36573,15/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Co-op,244 Arnold Road Bestwood Nottingham,NG5 5HB,,,false,true,m-su 06.00-23.00,,Approved,15/02/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,33855,16/01/2011,http://id.esd.org.uk/service/860,Premises  licence,French Living,27 King Street Nottingham,NG1 2AY,,Recorded music|,false,true,m-s 0800-2300  su -1000-2230,,Approved,16/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37393,17/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Miles' Bar,19 Stoney Sreet Lace Market Nottingham,NG1 1LP,,Boxing or wrestling|Recorded music|Performances of dance|,true,true,Licensees discretion,,Approved,17/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,35918,18/01/2011,http://id.esd.org.uk/service/860,Premises  licence,City Chicken Café,29 Mansfield Road Nottingham,NG1 3FB,,,true,false,m-s 0700-0400,,Approved,18/02/2011,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,34450,19/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Wayn's Gourmet Restaurant,7 George Street Hockley Nottingham,NG1 3BU,,Recorded music|,false,true,Licensee's discretion,,Approved,19/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,35311,20/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Old General,249-251 Radford Road Hyson Green Nottingham,NG7 5GU,,Films|Indoor sporting events|Boxing or wrestling|Recorded music|Similar to music or dance,false,true,su-th 09.00-01.00  f-s 09.00-02.00,,Approved,20/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36075,21/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Moog,Newdigate Street Nottingham,NG7 4FD,,Films|Boxing or wrestling|Recorded music|,true,true,m-su 09.00-02.30,,Approved,21/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,34833,22/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Ye Olde Trip to Jerusalem,Brewhouse Yard Nottingham,NG1 6AD,,Indoor sporting events|Boxing or wrestling|Recorded music|Similar to music or dance,true,true,s - th 05.00-01.30 f-s 05.00-02.30,,Approved,22/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37823,23/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Noor Jahan Restaurant,41 Mansfield Road Nottingham,NG1 3FB,,Recorded music|,false,true,Licensee's discretion,,Approved,23/02/2011,,true,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,38897,24/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Sherwood Manor,639 Mansfield Road Sherwood Nottingham,NG5 2FX,,Boxing or wrestling|Recorded music|Performances of dance|,true,true,su-th 05.00-00.30  f-s 05.00-01.30,,Approved,24/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36104,25/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Travelodge Nottingham,63 Maid Marian Way Nottingham,NG16AJ,,,true,true,m- su 00.00-24.00,,Approved,25/02/2011,,true,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,60451,26/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Browns,20 Park Row The Park Nottingham,NG1 6GR,,Boxing or wrestling|Recorded music|,false,true,m-w 08.00-23.30  thur-sat 08.00-24.00 su 09.00-23.00,,Approved,26/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36581,27/01/2011,http://id.esd.org.uk/service/860,Premises  licence,TGI Friday's,Unit 3 Cornerhouse Nottingham,NG1 4BY,,Recorded music|,false,true,Licensee's discretion,,Approved,27/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,34223,28/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Leisure Centre Club,City Hospital Hucknall Road Sherwood Nottingham,NG5 1PB,,Boxing or wrestling|Recorded music|,false,true,m-su 10.00 -00.00,,Approved,28/02/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,34116,29/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Andersons,10 King Street Nottingham,NG1 2AS,,,false,true,licensee's discretion,,Approved,01/03/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37041,30/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Café Del Bar,55 St Mary's Place The Lace Market Nottingham,NG1 1PH,,Boxing or wrestling|Recorded music|Performances of dance|,false,true,m-su 1000 - 0230,,Approved,02/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37853,31/01/2011,http://id.esd.org.uk/service/860,Premises  licence,Waltons Hotel,2 North Road The Park Nottingham,NG7 1AG,,Boxing or wrestling|Recorded music|Performances of dance|,true,true,24 hours,,Approved,03/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,35589,01/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Vine Inn,25 Handel Street St Anns Nottingham,NG3 1JE,,Films|Indoor sporting events|Boxing or wrestling|Recorded music|Performances of dance|Similar to music or dance,true,true,su-th 09.00-01.30  f-s 09.00-02.30,,Approved,04/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,55786,02/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Nottingham & District Province RAOB,621-623 Woodborough Road Mapperley Nottingham,NG3 5QG,,,false,true,m-su 0900-2300,,Approved,05/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37764,03/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Grove Hotel,273 Castle Boulevard Lenton Nottingham,NG7 1HA,,Boxing or wrestling|Recorded music|Similar to music or dance,false,true,m-th 0900-0200  f-s 0900-0300  su 0900-0100,,Approved,06/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36411,04/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Co-op,133 Ilkeston Road Nottingham,NG7 3HE,,,false,true,m-s 07.00 - 23.00,,Approved,07/03/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,55232,05/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Shreya,30 Wollaton Road Wollaton Nottingham,NG8 1FD,,,false,true,m-su 05.00-23.00,,Approved,08/03/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37325,06/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Total Convenience Store,320 Huntingdon Street Nottingham,NG1 3LH,,,true,true,24 hours,,Approved,09/03/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,42647,07/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Ibis,16 Fletcher Gate Nottingham,NG1 2FZ,,,false,true,24 hours,,Approved,10/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36329,08/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Off Licence,60 Nottingham Road New Basford Nottingham,NG7 7AH,,,true,true,licensee's discretion,,Approved,11/03/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37469,09/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Dogma,9 Byard Lane Nottingham,NG1 2GJ,,Films|Boxing or wrestling|Recorded music|Performances of dance|,false,true,0900 - 0400,,Approved,12/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,72043,10/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Vicki's News and Booze,25 St Ann's Well Road Nottingham,NG3 1ED,,,true,true,m-su 07.00 -24.00,,Approved,13/03/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36166,11/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Trent Lady River Boat,Park Yacht Club Trent Lane Colwick Nottingham,NG2 4DS,,Plays|Films|Boxing or wrestling|Recorded music|Performances of dance|Similar to music or dance,true,true,m-su 08.00-02.00,,Approved,14/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,40193,12/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Iberico,Shire Hall High Pavement The Lace Market Nottingham,NG1 1HN,,Boxing or wrestling|Recorded music|,true,true,m-su 09.00-03.00,,Approved,15/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,34310,13/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Queen Anne's Bowling Green,Duke William Mount The Park Nottingham,NG7 1BH,,Recorded music|,false,true,in accordance with the current rule of the club,,Approved,16/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37767,14/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Pizza Express,20 King Street Nottingham,NG1 2AS,,Recorded music|,false,true,Licensee's discretion,,Approved,17/03/2011,,true,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,69727,15/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Storage King,Unit 1 Lewis Industrial Estat Radford Road Nottingham,NG7 7NQ,,,false,true,Not applicable - delivery service only,,Approved,18/03/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37100,16/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Golden Grill,585 Mansfield Road Sherwood Nottingham,NG5 2FW,,,true,false,s-th 15.00 - 01.00  f-s 15.00 -03.00,,Approved,19/03/2011,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,58318,17/02/2011,http://id.esd.org.uk/service/860,Premises  licence,El Passo Pizza,68-70 Lenton Boulevard Lenton Nottingham,NG7 2EW,,Recorded music|,false,false,m-su 12.00-02.30,,Approved,20/03/2011,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36331,18/02/2011,http://id.esd.org.uk/service/860,Premises  licence,La Tasca,9 Weekday Cross Lace Market Nottingham,NG1 2GB,,Boxing or wrestling|Recorded music|Performances of dance|,true,true,m-th 0830-0100 su 0830-0030 fr-sa 0830-0230,,Approved,21/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,67891,19/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Cods Scallops,170 Bramcote Lane Wollaton Nottingham,NG8 2QP,,,false,true,m-sat 08.00-23.00  su 11.00-22.30,,Approved,22/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36690,20/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Off Licence,22-24 Sneinton Dale Sneinton Nottingham,NG2 4HE,,,true,true,licensee's discretion,,Approved,23/03/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,36008,21/02/2011,http://id.esd.org.uk/service/860,Premises  licence,China Express,381 Nuthall Road Aspley Nottingham,NG8 5BU,,,true,false,m-th 1730-2330  f-s 1730-2400  su 1730-2330,,Approved,24/03/2011,,false,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,76290,22/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Edin's Natural Kitchen,15 Carlton Street Hockley Nottingham,NG1 1NL,,Films|Boxing or wrestling|Recorded music|,true,true,m-su 07.00-24.00,,Approved,25/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,34334,23/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Strathdon Hotel,44 Derby Road Lenton Nottingham,NG1 5FT,,Boxing or wrestling|Recorded music|,false,true,m-su 00.00-24.00,,Approved,26/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,56119,24/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Andover Post Office & Newsagents,2 Andover Road Bulwell Nottingham,NG5 5FF,,,true,true,m-sat 07.00 - 20.00 su 07.00 -16.00,,Approved,27/03/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,35893,25/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Lenton Liberal Club,18 Osmaston Street Lenton Nottingham,NG7 1SD,,Boxing or wrestling|Recorded music|,false,true,In accordance with the current rules of the club,,Approved,28/03/2011,,true,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,59416,26/02/2011,http://id.esd.org.uk/service/860,Premises  licence, no name yet,2 to 4 Adams Walk Nottingham,NG1 1QS,,Boxing or wrestling|Recorded music|Performances of dance|,true,true,m-su 10.00-01.00,,Approved,29/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,67399,27/02/2011,http://id.esd.org.uk/service/860,Premises  licence,,32a Stoney Street Lace Market Nottingham,NG1 1PS,,Boxing or wrestling|Recorded music|Performances of dance|,false,true,m-su 0900-0330,,Approved,30/03/2011,,true,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,59261,28/02/2011,http://id.esd.org.uk/service/860,Premises  licence,Off Licence  Sainsbury's Supermarket,6 to 8 Carlton Street Nottingham,NG1 1NN,,,false,true,m-su 06.00-24.00,,Approved,31/03/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,35612,01/03/2011,http://id.esd.org.uk/service/860,Premises  licence,East Nottingham Gladstone Liberal Club,Manning Street Nottingham,NG3 4PX,,Boxing or wrestling|Recorded music|,false,true,In accordance with current rules of the club,,Approved,01/04/2011,,true,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37299,02/03/2011,http://id.esd.org.uk/service/860,Premises  licence,Off Licence,26 Comyn Gardens Nottingham,NG3 1NY,,,false,true,licensee's discretion,,Approved,02/04/2011,,false,true,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,61288,03/03/2011,http://id.esd.org.uk/service/860,Premises  licence,Nottingham Girls High School,9 Arboretum Street Nottingham,NG1 4JB,,Plays|Films|Indoor sporting events|Boxing or wrestling|Live music|Recorded music|Performances of dance|Similar to music or dance,true,true,m-su 08.00 - 00.30,,Approved,03/04/2011,,true,false,,,,,,,,,,,,,,,
25/05/2014,http://opendatacommunities.org/id/county-council/nottinghamshire,Nottinghamshire,37812,04/03/2011,http://id.esd.org.uk/service/860,Premises  licence,Wagamama,Unit G2 Cornerhouse Nottingham,NG1 4DB,,Recorded music|,false,true,Licensee's discretion,,Approved,04/04/2011,,true,false,,,,,,,,,,,,,,,
